"","x","y","z"
"9158",3,"c",2016-10-01
"9159",4,"d",2016-11-01
"9160",5,"e",2016-12-01
"9161",1,"a",2016-08-01
"9162",1,"b",2016-09-01
"9163",3,"c",2016-10-01
"9164",4,"d",2016-11-01
"9165",5,"e",2016-12-01
"9166",1,"a",2016-08-01
"9167",1,"b",2016-09-01
"9168",3,"c",2016-10-01
"9169",4,"d",2016-11-01
"9170",5,"e",2016-12-01
"9171",1,"a",2016-08-01
"9172",1,"b",2016-09-01
"9173",3,"c",2016-10-01
"9174",4,"d",2016-11-01
"9175",5,"e",2016-12-01
"9176",1,"a",2016-08-01
"9177",1,"b",2016-09-01
"9178",3,"c",2016-10-01
"9179",4,"d",2016-11-01
"9180",5,"e",2016-12-01
"9181",1,"a",2016-08-01
"9182",1,"b",2016-09-01
"9183",3,"c",2016-10-01
"9184",4,"d",2016-11-01
"9185",5,"e",2016-12-01
"9186",1,"a",2016-08-01
"9187",1,"b",2016-09-01
"9188",3,"c",2016-10-01
"9189",4,"d",2016-11-01
"9190",5,"e",2016-12-01
"9191",1,"a",2016-08-01
"9192",1,"b",2016-09-01
"9193",3,"c",2016-10-01
"9194",4,"d",2016-11-01
"9195",5,"e",2016-12-01
"9196",1,"a",2016-08-01
"9197",1,"b",2016-09-01
"9198",3,"c",2016-10-01
"9199",4,"d",2016-11-01
"9200",5,"e",2016-12-01
"9201",1,"a",2016-08-01
"9202",1,"b",2016-09-01
"9203",3,"c",2016-10-01
"9204",4,"d",2016-11-01
"9205",5,"e",2016-12-01
"9206",1,"a",2016-08-01
"9207",1,"b",2016-09-01
"9208",3,"c",2016-10-01
"9209",4,"d",2016-11-01
"9210",5,"e",2016-12-01
"9211",1,"a",2016-08-01
"9212",1,"b",2016-09-01
"9213",3,"c",2016-10-01
"9214",4,"d",2016-11-01
"9215",5,"e",2016-12-01
"9216",1,"a",2016-08-01
"9217",1,"b",2016-09-01
"9218",3,"c",2016-10-01
"9219",4,"d",2016-11-01
"9220",5,"e",2016-12-01
"9221",1,"a",2016-08-01
"9222",1,"b",2016-09-01
"9223",3,"c",2016-10-01
"9224",4,"d",2016-11-01
"9225",5,"e",2016-12-01
"9226",1,"a",2016-08-01
"9227",1,"b",2016-09-01
"9228",3,"c",2016-10-01
"9229",4,"d",2016-11-01
"9230",5,"e",2016-12-01
"9231",1,"a",2016-08-01
"9232",1,"b",2016-09-01
"9233",3,"c",2016-10-01
"9234",4,"d",2016-11-01
"9235",5,"e",2016-12-01
"9236",1,"a",2016-08-01
"9237",1,"b",2016-09-01
"9238",3,"c",2016-10-01
"9239",4,"d",2016-11-01
"9240",5,"e",2016-12-01
"9241",1,"a",2016-08-01
"9242",1,"b",2016-09-01
"9243",3,"c",2016-10-01
"9244",4,"d",2016-11-01
"9245",5,"e",2016-12-01
"9246",1,"a",2016-08-01
"9247",1,"b",2016-09-01
"9248",3,"c",2016-10-01
"9249",4,"d",2016-11-01
"9250",5,"e",2016-12-01
"9251",1,"a",2016-08-01
"9252",1,"b",2016-09-01
"9253",3,"c",2016-10-01
"9254",4,"d",2016-11-01
"9255",5,"e",2016-12-01
"9256",1,"a",2016-08-01
"9257",1,"b",2016-09-01
"9258",3,"c",2016-10-01
"9259",4,"d",2016-11-01
"9260",5,"e",2016-12-01
"9261",1,"a",2016-08-01
"9262",1,"b",2016-09-01
"9263",3,"c",2016-10-01
"9264",4,"d",2016-11-01
"9265",5,"e",2016-12-01
"9266",1,"a",2016-08-01
"9267",1,"b",2016-09-01
"9268",3,"c",2016-10-01
"9269",4,"d",2016-11-01
"9270",5,"e",2016-12-01
"9271",1,"a",2016-08-01
"9272",1,"b",2016-09-01
"9273",3,"c",2016-10-01
"9274",4,"d",2016-11-01
"9275",5,"e",2016-12-01
"9276",1,"a",2016-08-01
"9277",1,"b",2016-09-01
"9278",3,"c",2016-10-01
"9279",4,"d",2016-11-01
"9280",5,"e",2016-12-01
"9281",1,"a",2016-08-01
"9282",1,"b",2016-09-01
"9283",3,"c",2016-10-01
"9284",4,"d",2016-11-01
"9285",5,"e",2016-12-01
"9286",1,"a",2016-08-01
"9287",1,"b",2016-09-01
"9288",3,"c",2016-10-01
"9289",4,"d",2016-11-01
"9290",5,"e",2016-12-01
"9291",1,"a",2016-08-01
"9292",1,"b",2016-09-01
"9293",3,"c",2016-10-01
"9294",4,"d",2016-11-01
"9295",5,"e",2016-12-01
"9296",1,"a",2016-08-01
"9297",1,"b",2016-09-01
"9298",3,"c",2016-10-01
"9299",4,"d",2016-11-01
"9300",5,"e",2016-12-01
"9301",1,"a",2016-08-01
"9302",1,"b",2016-09-01
"9303",3,"c",2016-10-01
"9304",4,"d",2016-11-01
"9305",5,"e",2016-12-01
"9306",1,"a",2016-08-01
"9307",1,"b",2016-09-01
"9308",3,"c",2016-10-01
"9309",4,"d",2016-11-01
"9310",5,"e",2016-12-01
"9311",1,"a",2016-08-01
"9312",1,"b",2016-09-01
"9313",3,"c",2016-10-01
"9314",4,"d",2016-11-01
"9315",5,"e",2016-12-01
"9316",1,"a",2016-08-01
"9317",1,"b",2016-09-01
"9318",3,"c",2016-10-01
"9319",4,"d",2016-11-01
"9320",5,"e",2016-12-01
"9321",1,"a",2016-08-01
"9322",1,"b",2016-09-01
"9323",3,"c",2016-10-01
"9324",4,"d",2016-11-01
"9325",5,"e",2016-12-01
"9326",1,"a",2016-08-01
"9327",1,"b",2016-09-01
"9328",3,"c",2016-10-01
"9329",4,"d",2016-11-01
"9330",5,"e",2016-12-01
"9331",1,"a",2016-08-01
"9332",1,"b",2016-09-01
"9333",3,"c",2016-10-01
"9334",4,"d",2016-11-01
"9335",5,"e",2016-12-01
"9336",1,"a",2016-08-01
"9337",1,"b",2016-09-01
"9338",3,"c",2016-10-01
"9339",4,"d",2016-11-01
"9340",5,"e",2016-12-01
"9341",1,"a",2016-08-01
"9342",1,"b",2016-09-01
"9343",3,"c",2016-10-01
"9344",4,"d",2016-11-01
"9345",5,"e",2016-12-01
"9346",1,"a",2016-08-01
"9347",1,"b",2016-09-01
"9348",3,"c",2016-10-01
"9349",4,"d",2016-11-01
"9350",5,"e",2016-12-01
"9351",1,"a",2016-08-01
"9352",1,"b",2016-09-01
"9353",3,"c",2016-10-01
"9354",4,"d",2016-11-01
"9355",5,"e",2016-12-01
"9356",1,"a",2016-08-01
"9357",1,"b",2016-09-01
"9358",3,"c",2016-10-01
"9359",4,"d",2016-11-01
"9360",5,"e",2016-12-01
"9361",1,"a",2016-08-01
"9362",1,"b",2016-09-01
"9363",3,"c",2016-10-01
"9364",4,"d",2016-11-01
"9365",5,"e",2016-12-01
"9366",1,"a",2016-08-01
"9367",1,"b",2016-09-01
"9368",3,"c",2016-10-01
"9369",4,"d",2016-11-01
"9370",5,"e",2016-12-01
"9371",1,"a",2016-08-01
"9372",1,"b",2016-09-01
"9373",3,"c",2016-10-01
"9374",4,"d",2016-11-01
"9375",5,"e",2016-12-01
"9376",1,"a",2016-08-01
"9377",1,"b",2016-09-01
"9378",3,"c",2016-10-01
"9379",4,"d",2016-11-01
"9380",5,"e",2016-12-01
"9381",1,"a",2016-08-01
"9382",1,"b",2016-09-01
"9383",3,"c",2016-10-01
"9384",4,"d",2016-11-01
"9385",5,"e",2016-12-01
"9386",1,"a",2016-08-01
"9387",1,"b",2016-09-01
"9388",3,"c",2016-10-01
"9389",4,"d",2016-11-01
"9390",5,"e",2016-12-01
"9391",1,"a",2016-08-01
"9392",1,"b",2016-09-01
"9393",3,"c",2016-10-01
"9394",4,"d",2016-11-01
"9395",5,"e",2016-12-01
"9396",1,"a",2016-08-01
"9397",1,"b",2016-09-01
"9398",3,"c",2016-10-01
"9399",4,"d",2016-11-01
"9400",5,"e",2016-12-01
"9401",1,"a",2016-08-01
"9402",1,"b",2016-09-01
"9403",3,"c",2016-10-01
"9404",4,"d",2016-11-01
"9405",5,"e",2016-12-01
"9406",1,"a",2016-08-01
"9407",1,"b",2016-09-01
"9408",3,"c",2016-10-01
"9409",4,"d",2016-11-01
"9410",5,"e",2016-12-01
"9411",1,"a",2016-08-01
"9412",1,"b",2016-09-01
"9413",3,"c",2016-10-01
"9414",4,"d",2016-11-01
"9415",5,"e",2016-12-01
"9416",1,"a",2016-08-01
"9417",1,"b",2016-09-01
"9418",3,"c",2016-10-01
"9419",4,"d",2016-11-01
"9420",5,"e",2016-12-01
"9421",1,"a",2016-08-01
"9422",1,"b",2016-09-01
"9423",3,"c",2016-10-01
"9424",4,"d",2016-11-01
"9425",5,"e",2016-12-01
"9426",1,"a",2016-08-01
"9427",1,"b",2016-09-01
"9428",3,"c",2016-10-01
"9429",4,"d",2016-11-01
"9430",5,"e",2016-12-01
"9431",1,"a",2016-08-01
"9432",1,"b",2016-09-01
"9433",3,"c",2016-10-01
"9434",4,"d",2016-11-01
"9435",5,"e",2016-12-01
"9436",1,"a",2016-08-01
"9437",1,"b",2016-09-01
"9438",3,"c",2016-10-01
"9439",4,"d",2016-11-01
"9440",5,"e",2016-12-01
"9441",1,"a",2016-08-01
"9442",1,"b",2016-09-01
"9443",3,"c",2016-10-01
"9444",4,"d",2016-11-01
"9445",5,"e",2016-12-01
"9446",1,"a",2016-08-01
"9447",1,"b",2016-09-01
"9448",3,"c",2016-10-01
"9449",4,"d",2016-11-01
"9450",5,"e",2016-12-01
"9451",1,"a",2016-08-01
"9452",1,"b",2016-09-01
"9453",3,"c",2016-10-01
"9454",4,"d",2016-11-01
"9455",5,"e",2016-12-01
"9456",1,"a",2016-08-01
"9457",1,"b",2016-09-01
"9458",3,"c",2016-10-01
"9459",4,"d",2016-11-01
"9460",5,"e",2016-12-01
"9461",1,"a",2016-08-01
"9462",1,"b",2016-09-01
"9463",3,"c",2016-10-01
"9464",4,"d",2016-11-01
"9465",5,"e",2016-12-01
"9466",1,"a",2016-08-01
"9467",1,"b",2016-09-01
"9468",3,"c",2016-10-01
"9469",4,"d",2016-11-01
"9470",5,"e",2016-12-01
"9471",1,"a",2016-08-01
"9472",1,"b",2016-09-01
"9473",3,"c",2016-10-01
"9474",4,"d",2016-11-01
"9475",5,"e",2016-12-01
"9476",1,"a",2016-08-01
"9477",1,"b",2016-09-01
"9478",3,"c",2016-10-01
"9479",4,"d",2016-11-01
"9480",5,"e",2016-12-01
"9481",1,"a",2016-08-01
"9482",1,"b",2016-09-01
"9483",3,"c",2016-10-01
"9484",4,"d",2016-11-01
"9485",5,"e",2016-12-01
"9486",1,"a",2016-08-01
"9487",1,"b",2016-09-01
"9488",3,"c",2016-10-01
"9489",4,"d",2016-11-01
"9490",5,"e",2016-12-01
"9491",1,"a",2016-08-01
"9492",1,"b",2016-09-01
"9493",3,"c",2016-10-01
"9494",4,"d",2016-11-01
"9495",5,"e",2016-12-01
"9496",1,"a",2016-08-01
"9497",1,"b",2016-09-01
"9498",3,"c",2016-10-01
"9499",4,"d",2016-11-01
"9500",5,"e",2016-12-01
"9501",1,"a",2016-08-01
"9502",1,"b",2016-09-01
"9503",3,"c",2016-10-01
"9504",4,"d",2016-11-01
"9505",5,"e",2016-12-01
"9506",1,"a",2016-08-01
"9507",1,"b",2016-09-01
"9508",3,"c",2016-10-01
"9509",4,"d",2016-11-01
"9510",5,"e",2016-12-01
"9511",1,"a",2016-08-01
"9512",1,"b",2016-09-01
"9513",3,"c",2016-10-01
"9514",4,"d",2016-11-01
"9515",5,"e",2016-12-01
"9516",1,"a",2016-08-01
"9517",1,"b",2016-09-01
"9518",3,"c",2016-10-01
"9519",4,"d",2016-11-01
"9520",5,"e",2016-12-01
"9521",1,"a",2016-08-01
"9522",1,"b",2016-09-01
"9523",3,"c",2016-10-01
"9524",4,"d",2016-11-01
"9525",5,"e",2016-12-01
"9526",1,"a",2016-08-01
"9527",1,"b",2016-09-01
"9528",3,"c",2016-10-01
"9529",4,"d",2016-11-01
"9530",5,"e",2016-12-01
"9531",1,"a",2016-08-01
"9532",1,"b",2016-09-01
"9533",3,"c",2016-10-01
"9534",4,"d",2016-11-01
"9535",5,"e",2016-12-01
"9536",1,"a",2016-08-01
"9537",1,"b",2016-09-01
"9538",3,"c",2016-10-01
"9539",4,"d",2016-11-01
"9540",5,"e",2016-12-01
"9541",1,"a",2016-08-01
"9542",1,"b",2016-09-01
"9543",3,"c",2016-10-01
"9544",4,"d",2016-11-01
"9545",5,"e",2016-12-01
"9546",1,"a",2016-08-01
"9547",1,"b",2016-09-01
"9548",3,"c",2016-10-01
"9549",4,"d",2016-11-01
"9550",5,"e",2016-12-01
"9551",1,"a",2016-08-01
"9552",1,"b",2016-09-01
"9553",3,"c",2016-10-01
"9554",4,"d",2016-11-01
"9555",5,"e",2016-12-01
"9556",1,"a",2016-08-01
"9557",1,"b",2016-09-01
"9558",3,"c",2016-10-01
"9559",4,"d",2016-11-01
"9560",5,"e",2016-12-01
"9561",1,"a",2016-08-01
"9562",1,"b",2016-09-01
"9563",3,"c",2016-10-01
"9564",4,"d",2016-11-01
"9565",5,"e",2016-12-01
"9566",1,"a",2016-08-01
"9567",1,"b",2016-09-01
"9568",3,"c",2016-10-01
"9569",4,"d",2016-11-01
"9570",5,"e",2016-12-01
"9571",1,"a",2016-08-01
"9572",1,"b",2016-09-01
"9573",3,"c",2016-10-01
"9574",4,"d",2016-11-01
"9575",5,"e",2016-12-01
"9576",1,"a",2016-08-01
"9577",1,"b",2016-09-01
"9578",3,"c",2016-10-01
"9579",4,"d",2016-11-01
"9580",5,"e",2016-12-01
"9581",1,"a",2016-08-01
"9582",1,"b",2016-09-01
"9583",3,"c",2016-10-01
"9584",4,"d",2016-11-01
"9585",5,"e",2016-12-01
"9586",1,"a",2016-08-01
"9587",1,"b",2016-09-01
"9588",3,"c",2016-10-01
"9589",4,"d",2016-11-01
"9590",5,"e",2016-12-01
"9591",1,"a",2016-08-01
"9592",1,"b",2016-09-01
"9593",3,"c",2016-10-01
"9594",4,"d",2016-11-01
"9595",5,"e",2016-12-01
"9596",1,"a",2016-08-01
"9597",1,"b",2016-09-01
"9598",3,"c",2016-10-01
"9599",4,"d",2016-11-01
"9600",5,"e",2016-12-01
"9601",1,"a",2016-08-01
"9602",1,"b",2016-09-01
"9603",3,"c",2016-10-01
"9604",4,"d",2016-11-01
"9605",5,"e",2016-12-01
"9606",1,"a",2016-08-01
"9607",1,"b",2016-09-01
"9608",3,"c",2016-10-01
"9609",4,"d",2016-11-01
"9610",5,"e",2016-12-01
"9611",1,"a",2016-08-01
"9612",1,"b",2016-09-01
"9613",3,"c",2016-10-01
"9614",4,"d",2016-11-01
"9615",5,"e",2016-12-01
"9616",1,"a",2016-08-01
"9617",1,"b",2016-09-01
"9618",3,"c",2016-10-01
"9619",4,"d",2016-11-01
"9620",5,"e",2016-12-01
"9621",1,"a",2016-08-01
"9622",1,"b",2016-09-01
"9623",3,"c",2016-10-01
"9624",4,"d",2016-11-01
"9625",5,"e",2016-12-01
"9626",1,"a",2016-08-01
"9627",1,"b",2016-09-01
"9628",3,"c",2016-10-01
"9629",4,"d",2016-11-01
"9630",5,"e",2016-12-01
"9631",1,"a",2016-08-01
"9632",1,"b",2016-09-01
"9633",3,"c",2016-10-01
"9634",4,"d",2016-11-01
"9635",5,"e",2016-12-01
"9636",1,"a",2016-08-01
"9637",1,"b",2016-09-01
"9638",3,"c",2016-10-01
"9639",4,"d",2016-11-01
"9640",5,"e",2016-12-01
"9641",1,"a",2016-08-01
"9642",1,"b",2016-09-01
"9643",3,"c",2016-10-01
"9644",4,"d",2016-11-01
"9645",5,"e",2016-12-01
"9646",1,"a",2016-08-01
"9647",1,"b",2016-09-01
"9648",3,"c",2016-10-01
"9649",4,"d",2016-11-01
"9650",5,"e",2016-12-01
"9651",1,"a",2016-08-01
"9652",1,"b",2016-09-01
"9653",3,"c",2016-10-01
"9654",4,"d",2016-11-01
"9655",5,"e",2016-12-01
"9656",1,"a",2016-08-01
"9657",1,"b",2016-09-01
"9658",3,"c",2016-10-01
"9659",4,"d",2016-11-01
"9660",5,"e",2016-12-01
"9661",1,"a",2016-08-01
"9662",1,"b",2016-09-01
"9663",3,"c",2016-10-01
"9664",4,"d",2016-11-01
"9665",5,"e",2016-12-01
"9666",1,"a",2016-08-01
"9667",1,"b",2016-09-01
"9668",3,"c",2016-10-01
"9669",4,"d",2016-11-01
"9670",5,"e",2016-12-01
"9671",1,"a",2016-08-01
"9672",1,"b",2016-09-01
"9673",3,"c",2016-10-01
"9674",4,"d",2016-11-01
"9675",5,"e",2016-12-01
"9676",1,"a",2016-08-01
"9677",1,"b",2016-09-01
"9678",3,"c",2016-10-01
"9679",4,"d",2016-11-01
"9680",5,"e",2016-12-01
"9681",1,"a",2016-08-01
"9682",1,"b",2016-09-01
"9683",3,"c",2016-10-01
"9684",4,"d",2016-11-01
"9685",5,"e",2016-12-01
"9686",1,"a",2016-08-01
"9687",1,"b",2016-09-01
"9688",3,"c",2016-10-01
"9689",4,"d",2016-11-01
"9690",5,"e",2016-12-01
"9691",1,"a",2016-08-01
"9692",1,"b",2016-09-01
"9693",3,"c",2016-10-01
"9694",4,"d",2016-11-01
"9695",5,"e",2016-12-01
"9696",1,"a",2016-08-01
"9697",1,"b",2016-09-01
"9698",3,"c",2016-10-01
"9699",4,"d",2016-11-01
"9700",5,"e",2016-12-01
"9701",1,"a",2016-08-01
"9702",1,"b",2016-09-01
"9703",3,"c",2016-10-01
"9704",4,"d",2016-11-01
"9705",5,"e",2016-12-01
"9706",1,"a",2016-08-01
"9707",1,"b",2016-09-01
"9708",3,"c",2016-10-01
"9709",4,"d",2016-11-01
"9710",5,"e",2016-12-01
"9711",1,"a",2016-08-01
"9712",1,"b",2016-09-01
"9713",3,"c",2016-10-01
"9714",4,"d",2016-11-01
"9715",5,"e",2016-12-01
"9716",1,"a",2016-08-01
"9717",1,"b",2016-09-01
"9718",3,"c",2016-10-01
"9719",4,"d",2016-11-01
"9720",5,"e",2016-12-01
"9721",1,"a",2016-08-01
"9722",1,"b",2016-09-01
"9723",3,"c",2016-10-01
"9724",4,"d",2016-11-01
"9725",5,"e",2016-12-01
"9726",1,"a",2016-08-01
"9727",1,"b",2016-09-01
"9728",3,"c",2016-10-01
"9729",4,"d",2016-11-01
"9730",5,"e",2016-12-01
"9731",1,"a",2016-08-01
"9732",1,"b",2016-09-01
"9733",3,"c",2016-10-01
"9734",4,"d",2016-11-01
"9735",5,"e",2016-12-01
"9736",1,"a",2016-08-01
"9737",1,"b",2016-09-01
"9738",3,"c",2016-10-01
"9739",4,"d",2016-11-01
"9740",5,"e",2016-12-01
"9741",1,"a",2016-08-01
"9742",1,"b",2016-09-01
"9743",3,"c",2016-10-01
"9744",4,"d",2016-11-01
"9745",5,"e",2016-12-01
"9746",1,"a",2016-08-01
"9747",1,"b",2016-09-01
"9748",3,"c",2016-10-01
"9749",4,"d",2016-11-01
"9750",5,"e",2016-12-01
"9751",1,"a",2016-08-01
"9752",1,"b",2016-09-01
"9753",3,"c",2016-10-01
"9754",4,"d",2016-11-01
"9755",5,"e",2016-12-01
"9756",1,"a",2016-08-01
"9757",1,"b",2016-09-01
"9758",3,"c",2016-10-01
"9759",4,"d",2016-11-01
"9760",5,"e",2016-12-01
"9761",1,"a",2016-08-01
"9762",1,"b",2016-09-01
"9763",3,"c",2016-10-01
"9764",4,"d",2016-11-01
"9765",5,"e",2016-12-01
"9766",1,"a",2016-08-01
"9767",1,"b",2016-09-01
"9768",3,"c",2016-10-01
"9769",4,"d",2016-11-01
"9770",5,"e",2016-12-01
"9771",1,"a",2016-08-01
"9772",1,"b",2016-09-01
"9773",3,"c",2016-10-01
"9774",4,"d",2016-11-01
"9775",5,"e",2016-12-01
"9776",1,"a",2016-08-01
"9777",1,"b",2016-09-01
"9778",3,"c",2016-10-01
"9779",4,"d",2016-11-01
"9780",5,"e",2016-12-01
"9781",1,"a",2016-08-01
"9782",1,"b",2016-09-01
"9783",3,"c",2016-10-01
"9784",4,"d",2016-11-01
"9785",5,"e",2016-12-01
"9786",1,"a",2016-08-01
"9787",1,"b",2016-09-01
"9788",3,"c",2016-10-01
"9789",4,"d",2016-11-01
"9790",5,"e",2016-12-01
"9791",1,"a",2016-08-01
"9792",1,"b",2016-09-01
"9793",3,"c",2016-10-01
"9794",4,"d",2016-11-01
"9795",5,"e",2016-12-01
"9796",1,"a",2016-08-01
"9797",1,"b",2016-09-01
"9798",3,"c",2016-10-01
"9799",4,"d",2016-11-01
"9800",5,"e",2016-12-01
"9801",1,"a",2016-08-01
"9802",1,"b",2016-09-01
"9803",3,"c",2016-10-01
"9804",4,"d",2016-11-01
"9805",5,"e",2016-12-01
"9806",1,"a",2016-08-01
"9807",1,"b",2016-09-01
"9808",3,"c",2016-10-01
"9809",4,"d",2016-11-01
"9810",5,"e",2016-12-01
"9811",1,"a",2016-08-01
"9812",1,"b",2016-09-01
"9813",3,"c",2016-10-01
"9814",4,"d",2016-11-01
"9815",5,"e",2016-12-01
"9816",1,"a",2016-08-01
"9817",1,"b",2016-09-01
"9818",3,"c",2016-10-01
"9819",4,"d",2016-11-01
"9820",5,"e",2016-12-01
"9821",1,"a",2016-08-01
"9822",1,"b",2016-09-01
"9823",3,"c",2016-10-01
"9824",4,"d",2016-11-01
"9825",5,"e",2016-12-01
"9826",1,"a",2016-08-01
"9827",1,"b",2016-09-01
"9828",3,"c",2016-10-01
"9829",4,"d",2016-11-01
"9830",5,"e",2016-12-01
"9831",1,"a",2016-08-01
"9832",1,"b",2016-09-01
"9833",3,"c",2016-10-01
"9834",4,"d",2016-11-01
"9835",5,"e",2016-12-01
"9836",1,"a",2016-08-01
"9837",1,"b",2016-09-01
"9838",3,"c",2016-10-01
"9839",4,"d",2016-11-01
"9840",5,"e",2016-12-01
"9841",1,"a",2016-08-01
"9842",1,"b",2016-09-01
"9843",3,"c",2016-10-01
"9844",4,"d",2016-11-01
"9845",5,"e",2016-12-01
"9846",1,"a",2016-08-01
"9847",1,"b",2016-09-01
"9848",3,"c",2016-10-01
"9849",4,"d",2016-11-01
"9850",5,"e",2016-12-01
"9851",1,"a",2016-08-01
"9852",1,"b",2016-09-01
"9853",3,"c",2016-10-01
"9854",4,"d",2016-11-01
"9855",5,"e",2016-12-01
"9856",1,"a",2016-08-01
"9857",1,"b",2016-09-01
"9858",3,"c",2016-10-01
"9859",4,"d",2016-11-01
"9860",5,"e",2016-12-01
"9861",1,"a",2016-08-01
"9862",1,"b",2016-09-01
"9863",3,"c",2016-10-01
"9864",4,"d",2016-11-01
"9865",5,"e",2016-12-01
"9866",1,"a",2016-08-01
"9867",1,"b",2016-09-01
"9868",3,"c",2016-10-01
"9869",4,"d",2016-11-01
"9870",5,"e",2016-12-01
"9871",1,"a",2016-08-01
"9872",1,"b",2016-09-01
"9873",3,"c",2016-10-01
"9874",4,"d",2016-11-01
"9875",5,"e",2016-12-01
"9876",1,"a",2016-08-01
"9877",1,"b",2016-09-01
"9878",3,"c",2016-10-01
"9879",4,"d",2016-11-01
"9880",5,"e",2016-12-01
"9881",1,"a",2016-08-01
"9882",1,"b",2016-09-01
"9883",3,"c",2016-10-01
"9884",4,"d",2016-11-01
"9885",5,"e",2016-12-01
"9886",1,"a",2016-08-01
"9887",1,"b",2016-09-01
"9888",3,"c",2016-10-01
"9889",4,"d",2016-11-01
"9890",5,"e",2016-12-01
"9891",1,"a",2016-08-01
"9892",1,"b",2016-09-01
"9893",3,"c",2016-10-01
"9894",4,"d",2016-11-01
"9895",5,"e",2016-12-01
"9896",1,"a",2016-08-01
"9897",1,"b",2016-09-01
"9898",3,"c",2016-10-01
"9899",4,"d",2016-11-01
"9900",5,"e",2016-12-01
"9901",1,"a",2016-08-01
"9902",1,"b",2016-09-01
"9903",3,"c",2016-10-01
"9904",4,"d",2016-11-01
"9905",5,"e",2016-12-01
"9906",1,"a",2016-08-01
"9907",1,"b",2016-09-01
"9908",3,"c",2016-10-01
"9909",4,"d",2016-11-01
"9910",5,"e",2016-12-01
"9911",1,"a",2016-08-01
"9912",1,"b",2016-09-01
"9913",3,"c",2016-10-01
"9914",4,"d",2016-11-01
"9915",5,"e",2016-12-01
"9916",1,"a",2016-08-01
"9917",1,"b",2016-09-01
"9918",3,"c",2016-10-01
"9919",4,"d",2016-11-01
"9920",5,"e",2016-12-01
"9921",1,"a",2016-08-01
"9922",1,"b",2016-09-01
"9923",3,"c",2016-10-01
"9924",4,"d",2016-11-01
"9925",5,"e",2016-12-01
"9926",1,"a",2016-08-01
"9927",1,"b",2016-09-01
"9928",3,"c",2016-10-01
"9929",4,"d",2016-11-01
"9930",5,"e",2016-12-01
"9931",1,"a",2016-08-01
"9932",1,"b",2016-09-01
"9933",3,"c",2016-10-01
"9934",4,"d",2016-11-01
"9935",5,"e",2016-12-01
"9936",1,"a",2016-08-01
"9937",1,"b",2016-09-01
"9938",3,"c",2016-10-01
"9939",4,"d",2016-11-01
"9940",5,"e",2016-12-01
"9941",1,"a",2016-08-01
"9942",1,"b",2016-09-01
"9943",3,"c",2016-10-01
"9944",4,"d",2016-11-01
"9945",5,"e",2016-12-01
"9946",1,"a",2016-08-01
"9947",1,"b",2016-09-01
"9948",3,"c",2016-10-01
"9949",4,"d",2016-11-01
"9950",5,"e",2016-12-01
"9951",1,"a",2016-08-01
"9952",1,"b",2016-09-01
"9953",3,"c",2016-10-01
"9954",4,"d",2016-11-01
"9955",5,"e",2016-12-01
"9956",1,"a",2016-08-01
"9957",1,"b",2016-09-01
"9958",3,"c",2016-10-01
"9959",4,"d",2016-11-01
"9960",5,"e",2016-12-01
"9961",1,"a",2016-08-01
"9962",1,"b",2016-09-01
"9963",3,"c",2016-10-01
"9964",4,"d",2016-11-01
"9965",5,"e",2016-12-01
"9966",1,"a",2016-08-01
"9967",1,"b",2016-09-01
"9968",3,"c",2016-10-01
"9969",4,"d",2016-11-01
"9970",5,"e",2016-12-01
"9971",1,"a",2016-08-01
"9972",1,"b",2016-09-01
"9973",3,"c",2016-10-01
"9974",4,"d",2016-11-01
"9975",5,"e",2016-12-01
"9976",1,"a",2016-08-01
"9977",1,"b",2016-09-01
"9978",3,"c",2016-10-01
"9979",4,"d",2016-11-01
"9980",5,"e",2016-12-01
"9981",1,"a",2016-08-01
"9982",1,"b",2016-09-01
"9983",3,"c",2016-10-01
"9984",4,"d",2016-11-01
"9985",5,"e",2016-12-01
"9986",1,"a",2016-08-01
"9987",1,"b",2016-09-01
"9988",3,"c",2016-10-01
"9989",4,"d",2016-11-01
"9990",5,"e",2016-12-01
"9991",1,"a",2016-08-01
"9992",1,"b",2016-09-01
"9993",3,"c",2016-10-01
"9994",4,"d",2016-11-01
"9995",5,"e",2016-12-01
"9996",1,"a",2016-08-01
"9997",1,"b",2016-09-01
"9998",3,"c",2016-10-01
"9999",4,"d",2016-11-01
"10000",5,"e",2016-12-01
"10001",1,"a",2016-08-01
"10002",1,"b",2016-09-01
"10003",3,"c",2016-10-01
"10004",4,"d",2016-11-01
"10005",5,"e",2016-12-01
"10006",1,"a",2016-08-01
"10007",1,"b",2016-09-01
"10008",3,"c",2016-10-01
"10009",4,"d",2016-11-01
"10010",5,"e",2016-12-01
"10011",1,"a",2016-08-01
"10012",1,"b",2016-09-01
"10013",3,"c",2016-10-01
"10014",4,"d",2016-11-01
"10015",5,"e",2016-12-01
"10016",1,"a",2016-08-01
"10017",1,"b",2016-09-01
"10018",3,"c",2016-10-01
"10019",4,"d",2016-11-01
"10020",5,"e",2016-12-01
"10021",1,"a",2016-08-01
"10022",1,"b",2016-09-01
"10023",3,"c",2016-10-01
"10024",4,"d",2016-11-01
"10025",5,"e",2016-12-01
"10026",1,"a",2016-08-01
"10027",1,"b",2016-09-01
"10028",3,"c",2016-10-01
"10029",4,"d",2016-11-01
"10030",5,"e",2016-12-01
"10031",1,"a",2016-08-01
